,AUC0,AUC1,AUC3_0,AUC3_1,phi_pos,phi_neg,phi_odg,grad_pos,grad_neg,grad_odg,grad_feature_pos,grad_feature_neg,grad_feature_odg,IG1_pos,IG1_neg,IG1_odg,grad_LM_pos,grad_LM_neg,grad_LM_odg,IG1_LM_pos,IG1_LM_neg,IG1_LM_odg
0,0.8615859922442597,0.8651864413293804,0.6401084063114849,0.6419132433208848,1.0,0.0,1.0,1.0,1.0,0.3888888888888889,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5555555555555556
1,0.8523305255437428,0.8568296431450627,0.6620644312952004,0.6013284896816801,1.0,0.0,0.7777777777777778,1.0,1.0,0.5555555555555556,1.0,0.0,0.8333333333333334,1.0,0.0,0.7222222222222223,1.0,0.0,0.888888888888889,1.0,1.0,0.5
2,0.8486773564703666,0.8545638303698841,0.6244898479746963,0.6496422533510445,1.0,0.0,0.9444444444444445,1.0,1.0,0.05555555555555556,1.0,0.0,1.0,1.0,0.0,0.9444444444444445,1.0,0.0,0.9444444444444445,1.0,1.0,0.05555555555555556
3,0.8572787864321999,0.8542038173779136,0.6593708489312885,0.6323856353148534,1.0,0.0,0.888888888888889,1.0,1.0,0.33333333333333337,1.0,0.0,0.8333333333333334,1.0,0.0,0.8333333333333334,1.0,0.0,0.888888888888889,1.0,1.0,0.33333333333333337
4,0.8582931975867523,0.8640917358586564,0.6523166266885493,0.6540530858839496,0.6666666666666666,0.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,1.0,0.0
5,0.8503619879660368,0.840809752072901,0.6524622365078205,0.6895818623381258,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.888888888888889,0.3333333333333333,0.3333333333333333,0.0
6,0.8667578622804978,0.8680204266005425,0.6062785161674271,0.6632870708546386,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.44444444444444453,1.0,0.0,0.8333333333333334,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,0.44444444444444453
7,0.8533618233618234,0.8592843706625757,0.6438758918694176,0.6715977814160179,1.0,0.0,1.0,1.0,1.0,0.27777777777777785,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.33333333333333337
8,0.8587417078774329,0.8585510787590346,0.5911635963745876,0.6411215325751939,1.0,0.0,0.888888888888889,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.888888888888889,1.0,0.0,0.888888888888889,1.0,1.0,0.5
9,0.8613598711854518,0.8517076972170223,0.6236373088352821,0.6505070022460034,0.3333333333333333,0.3333333333333333,0.7222222222222223,0.3333333333333333,0.6666666666666666,0.11111111111111112,0.3333333333333333,0.3333333333333333,0.7222222222222222,0.3333333333333333,0.3333333333333333,0.7222222222222223,0.3333333333333333,0.3333333333333333,0.7222222222222222,0.3333333333333333,0.6666666666666666,0.11111111111111112
10,0.8642851539793087,0.8738670416315184,0.6795366516360273,0.6686616820880766,1.0,0.0,1.0,1.0,1.0,0.11111111111111112,1.0,0.0,0.9444444444444445,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.11111111111111112
11,0.8643791382887167,0.8634074777555267,0.6520279867858214,0.6519435090192394,0.6666666666666666,0.0,0.9444444444444445,1.0,1.0,0.44444444444444453,1.0,0.0,0.888888888888889,0.6666666666666666,0.0,0.9444444444444445,1.0,0.0,0.9444444444444445,0.6666666666666666,1.0,0.44444444444444453
12,0.8580180677091873,0.8509282061984764,0.5917597423059417,0.5973470546961142,1.0,0.0,0.9444444444444445,1.0,1.0,0.8333333333333334,1.0,0.0,0.888888888888889,1.0,0.0,0.9444444444444445,1.0,0.0,0.888888888888889,1.0,1.0,0.44444444444444453
13,0.8611042146498629,0.8633012654624502,0.63812712585034,0.6347288852417625,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.16666666666666669,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.2777777777777778
14,0.8597639668647491,0.8597728971982448,0.6451023011245315,0.6599922839506173,1.0,0.0,1.0,1.0,1.0,0.6111111111111112,1.0,0.0,1.0,1.0,0.0,0.888888888888889,1.0,0.0,1.0,1.0,1.0,0.5
