,AUC0,AUC1,AUC3_0,AUC3_1,phi_pos,phi_neg,phi_odg,grad_pos,grad_neg,grad_odg,grad_feature_pos,grad_feature_neg,grad_feature_odg,IG1_pos,IG1_neg,IG1_odg,grad_LM_pos,grad_LM_neg,grad_LM_odg,IG1_LM_pos,IG1_LM_neg,IG1_LM_odg,simple_pos,simple_neg,simple_odg
10,0.7761196987418797,0.7848125691194094,0.5878438331854481,0.6079565681737273,0.6153846153846154,0.3431372549019608,0.5241445160565595,0.7307692307692307,0.7107843137254902,0.5323178922635513,0.6648351648351648,0.37745098039215685,0.580844461294354,0.6208791208791209,0.38235294117647056,0.5952985242287656,0.7032967032967034,0.3382352941176471,0.6035374278613251,0.7307692307692307,0.7107843137254902,0.5489905266064751,0.6868131868131868,0.6715686274509803,0.5495586259834964
11,0.8237635119995474,0.7821923593164,0.5584464170322756,0.6976286539298288,0.594059405940594,0.29347826086956524,0.507471296647336,0.5495049504950495,0.8641304347826086,0.435678981142143,0.6732673267326733,0.32065217391304346,0.5266690771398215,0.6633663366336634,0.34782608695652173,0.529168187839046,0.693069306930693,0.28804347826086957,0.5446007741597279,0.5495049504950495,0.8641304347826086,0.4655647527977871,0.698019801980198,0.657608695652174,0.5432829123196241
12,0.7829959955843006,0.7530197205600626,0.56314918070518,0.6778047091412742,0.6,0.45549738219895286,0.49201408531732715,0.7243243243243244,0.7277486910994765,0.5716712770751633,0.6216216216216216,0.3717277486910995,0.6357293873989625,0.6270270270270271,0.36649214659685864,0.6247854601938769,0.6756756756756757,0.32460732984293195,0.664795336216237,0.7243243243243244,0.7225130890052356,0.5784502555300931,0.6648648648648648,0.7015706806282722,0.5330942632774971
13,0.8221047164709909,0.7529151957526067,0.5877777185785071,0.6592665844099288,0.6182795698924731,0.46629213483146065,0.4980546981108779,1.0,0.47752808988764045,0.3524157303370786,0.7150537634408602,0.3651685393258427,0.45147240400049393,0.7096774193548387,0.38202247191011235,0.4469953080627238,0.7903225806451613,0.3651685393258427,0.46708667736757625,0.9516129032258065,0.46629213483146065,0.3879015927892332,0.6720430107526881,0.6460674157303371,0.5381210643289296
14,0.8213020527470047,0.7713093188144697,0.5948697403024326,0.6583762716342978,0.5477386934673367,0.44385026737967914,0.4936028850789371,0.5879396984924623,0.8342245989304813,0.4613534455724523,0.6231155778894473,0.3850267379679144,0.5058764059143182,0.6180904522613065,0.37967914438502676,0.493050582492008,0.6532663316582915,0.36363636363636365,0.5597095262835184,0.5879396984924623,0.8342245989304813,0.45664424692606165,0.6934673366834171,0.6951871657754011,0.5487992099264688
15,0.8132787260330391,0.7820250696084677,0.555241965431994,0.5258858501783591,0.555,0.3977272727272727,0.48780179398425594,0.55,0.875,0.4716531790244792,0.535,0.30113636363636365,0.5516207943006721,0.535,0.26704545454545453,0.552520902649267,0.575,0.19318181818181818,0.6101679882638336,0.55,0.8693181818181818,0.48721510552002534,0.68,0.6761363636363636,0.584864276605333
16,0.808676893654805,0.7825201557270678,0.6681874608749165,0.6437494688535736,0.6230366492146597,0.3492822966507177,0.4826580199365655,0.6282722513089005,0.7511961722488039,0.329661871318532,0.6387434554973822,0.37799043062200954,0.41266481649297687,0.5863874345549738,0.3397129186602871,0.36388366560942453,0.6701570680628273,0.3588516746411483,0.4577656320797463,0.6858638743455497,0.7272727272727273,0.29790382872677845,0.7382198952879581,0.6746411483253588,0.5440094019030358
17,0.8064794796870581,0.7752183240644736,0.576967191828255,0.6791565118794718,0.6476190476190476,0.35384615384615387,0.5055086537357649,0.3952380952380952,1.0,0.3754318467556541,0.5476190476190477,0.3128205128205128,0.4359444346440642,0.5380952380952381,0.3282051282051282,0.45468500177806903,0.49523809523809526,0.24615384615384617,0.47755236903191844,0.4,0.9948717948717949,0.4012057267821991,0.6857142857142857,0.6256410256410256,0.5405427730595947
18,0.8207590243981981,0.7718793696727035,0.6436986252834468,0.6201730491908348,0.5924170616113744,0.38461538461538464,0.5128835139713133,0.7014218009478673,0.7472527472527473,0.39413382692941906,0.6161137440758294,0.4340659340659341,0.4818110187728819,0.6587677725118484,0.4340659340659341,0.4785269011593408,0.7251184834123223,0.4230769230769231,0.5184882698985238,0.7014218009478673,0.7472527472527473,0.39677850278539906,0.6492890995260664,0.6263736263736264,0.5488329756258155
19,0.7962672405478396,0.768574821566358,0.5826666666666667,0.6597870558098313,0.6096256684491979,0.43005181347150256,0.5117121287657574,0.7486631016042781,0.7357512953367875,0.512824347743513,0.7486631016042781,0.41968911917098445,0.5739115210217696,0.7272727272727273,0.40932642487046633,0.5332757638344847,0.7700534759358288,0.40932642487046633,0.6020357049592858,0.7486631016042781,0.7357512953367875,0.4670079291598414,0.6417112299465241,0.6632124352331606,0.555779206134416
20,0.7905401771630733,0.7636953614589091,0.5766842653182629,0.6856467212243598,0.6062176165803109,0.33505154639175255,0.5210818742634609,0.8238341968911918,0.13917525773195877,0.34519267193501935,0.6632124352331606,0.7061855670103093,0.4129452286270122,0.6787564766839378,0.6907216494845361,0.44841701352226093,0.7409326424870466,0.7938144329896907,0.4321415042413566,0.8238341968911918,0.12886597938144329,0.3914498126075077,0.6787564766839378,0.654639175257732,0.5478716170270638
21,0.7937606743992988,0.7831141013566141,0.5694145807132134,0.6545064585941519,0.5812807881773399,0.4,0.49525139283373387,1.0,0.4256410256410256,0.5428819823756463,0.7389162561576355,0.5076923076923077,0.5809880471196562,0.7389162561576355,0.49230769230769234,0.566597138773578,0.7832512315270936,0.49230769230769234,0.5937272412788581,1.0,0.4256410256410256,0.5202893998980409,0.6699507389162561,0.6358974358974359,0.5622243349901682
22,0.8225036030698837,0.7777600177857578,0.5443945063847846,0.63376253063043,0.6019417475728155,0.3316582914572864,0.5052958454788046,0.6650485436893204,0.6683417085427136,0.441437687782286,0.6019417475728155,0.39195979899497485,0.523263022605277,0.616504854368932,0.3768844221105528,0.5350318792369144,0.6116504854368932,0.35175879396984927,0.5761800357853883,0.6650485436893204,0.6683417085427136,0.4937229964522623,0.6359223300970874,0.6532663316582915,0.5481484281590125
23,0.8014045602302733,0.7612422098127646,0.5283133962634794,0.7051171875000001,0.6321243523316062,0.375,0.4925065598896776,0.6217616580310881,0.795,0.3818083136637365,0.6062176165803109,0.38,0.4553682890990432,0.6062176165803109,0.36,0.4500179285425275,0.6632124352331606,0.36,0.4727558097974449,0.6373056994818653,0.8,0.4061157337781223,0.6269430051813472,0.575,0.5318353935329474
24,0.7867414393840593,0.7701013781578518,0.5613706223230034,0.6599603718945283,0.6598984771573604,0.3315508021390374,0.4943166854778029,0.7360406091370558,0.5882352941176471,0.45461343115124153,0.6192893401015228,0.40106951871657753,0.5241264578630549,0.6142131979695431,0.5133689839572193,0.5051025206922499,0.6802030456852792,0.44385026737967914,0.5376428470654627,0.7309644670050761,0.26737967914438504,0.4395927389014296,0.7106598984771574,0.6149732620320856,0.5849987067343868
25,0.7917554054987143,0.774760643885211,0.5516537084190031,0.6992728157439446,0.634020618556701,0.43548387096774194,0.5040500439189991,0.7268041237113402,0.7419354838709677,0.34574341808513165,0.5360824742268041,0.27956989247311825,0.47121465707570687,0.5412371134020618,0.24193548387096775,0.47195949956080996,0.5412371134020618,0.21505376344086022,0.5141561617168767,0.7268041237113402,0.7419354838709677,0.37464568050708635,0.6237113402061856,0.7258064516129032,0.5848636730527266
26,0.8289422227921744,0.7706953464171453,0.5144859980637527,0.6560758402757829,0.616580310880829,0.43575418994413406,0.5050725479658973,0.5699481865284974,0.8938547486033519,0.547489627359564,0.5233160621761658,0.24581005586592178,0.5939837475127449,0.5647668393782384,0.26256983240223464,0.5980281090083417,0.5284974093264249,0.24581005586592178,0.672095660677889,0.5699481865284974,0.8938547486033519,0.5559735273755404,0.6476683937823834,0.6871508379888268,0.5562152934113763
27,0.7903008767799499,0.7500935977045295,0.6591846486595241,0.7203024058810426,0.6519607843137255,0.33513513513513515,0.5050127082334829,0.8627450980392157,0.6216216216216216,0.564297851945449,0.7156862745098039,0.4540540540540541,0.6347215081405313,0.7058823529411765,0.4540540540540541,0.6229044486079038,0.7598039215686274,0.4702702702702703,0.6638049177232654,0.8627450980392157,0.6216216216216216,0.5781941237128375,0.7107843137254902,0.7297297297297297,0.5519015874399082
28,0.8074044269724322,0.7824065913895233,0.5540146285338593,0.6533921840904582,0.5319148936170213,0.4492753623188406,0.5191804091079659,0.0,1.0,0.598889719594043,0.324468085106383,0.3140096618357488,0.5992884580680089,0.31382978723404253,0.2946859903381642,0.5994156418916016,0.26595744680851063,0.21256038647342995,0.63463353012452,0.0,1.0,0.5883174210328816,0.6223404255319149,0.6811594202898551,0.4995316541631219
29,0.8188874543873333,0.7863940823646494,0.5441382137345678,0.6333429529600255,0.6470588235294118,0.29896907216494845,0.5105469418398044,0.8663101604278075,0.5670103092783505,0.467508953665926,0.6684491978609626,0.41237113402061853,0.5030062647537883,0.6737967914438503,0.4020618556701031,0.47240482825953994,0.7165775401069518,0.35051546391752575,0.5711583311278511,0.7165775401069518,0.6752577319587629,0.42697781432858906,0.6951871657754011,0.6288659793814433,0.5710736642918507
