,median_rank,median_score,plant,features,ecological_rank,land_use_rank,sign,zscore
120,125.0,-2.601181336103764e-06,Lonicera,Lonicera,104,,0.23333333333333334,-1.0104615815257474
121,125.0,3.2916041163844056e-06,Echium,Temperature,105,,1.0,1.2786649877245495
122,127.0,-3.3541416541993385e-06,Melilotus,Complex_cultivation_patterns,,16,1.0,-1.302958480257391
123,128.0,-3.2717250633140793e-06,Viola,Temperature,106,,1.0,-1.270942719720442
124,129.5,-3.354116529408202e-06,Philadelphus,Complex_cultivation_patterns,,17,1.0,-1.3029487202165069
125,131.5,3.1243985176843125e-06,Pyrus,sinD,107,,1.0,1.2137118714779414
126,132.0,3.207837266927527e-06,Cistus,sinD,108,,1.0,1.246124702275473
127,133.0,3.1210081488097785e-06,Prunus,sinD,109,,1.0,1.212394840078643
128,133.0,-3.1549143386655487e-06,Ribes,Temperature,110,,1.0,-1.2255661256594061
129,134.5,-3.224874831175839e-06,Chelidonium,Complex_cultivation_patterns,,18,1.0,-1.2527431582349806
130,135.5,2.997093247358862e-06,Carduus,Carduus,111,,0.9666666666666667,1.1642585392537836
131,138.5,3.0575073424188304e-06,Cistus,Pastures,,19,0.0,1.1877271537611374
132,138.5,3.1255085559678264e-06,Syringa,sinD,112,,1.0,1.2141430798000776
133,139.0,3.142095579278248e-06,Brassica,Road_and_rail_networks_and_associated_land,,20,1.0,1.2205865174698858
134,141.5,2.385250468250888e-06,Medicago,Medicago,113,,0.8333333333333334,0.9265805221000079
135,142.5,-2.9801487926306436e-06,Syringa,Temperature,114,,1.0,-1.1576762528575522
136,143.5,-3.0125358989607776e-06,Myosotis,Complex_cultivation_patterns,,21,1.0,-1.1702574313510166
137,144.0,2.992342956531502e-06,Cardamine,sinD,115,,1.0,1.1624132290804794
138,145.0,-2.9870542448406923e-06,Daucus,sinD,116,,1.0,-1.1603587625559217
139,145.0,-2.9682054218937992e-06,Brassica,Temperature,117,,1.0,-1.1530367003911421
140,145.5,-2.9619175165862544e-06,Aquilegia,Industrial_or_commercial_units,,22,0.0,-1.1505940845483487
141,146.5,3.008223643519159e-06,Rosmarinus,Complex_cultivation_patterns,,23,1.0,1.1685822815285103
142,149.5,-3.043925062229391e-06,Brassica,Non-irrigated_arable_land,,24,0.0,-1.1824509463201354
143,150.0,3.011125500052003e-06,Rosa,Rosa,118,,0.9333333333333333,1.1697095441690808
144,150.0,3.0293052759589045e-06,Phyteuma,Industrial_or_commercial_units,,25,0.0,1.176771706602626
145,151.5,2.843284960363235e-06,Nerium,Temperature,119,,1.0,1.1045097771155152
146,151.5,2.869068907784822e-06,Euphorbia,sinD,120,,1.0,1.1145258755427854
147,151.5,2.8774123848052113e-06,Valeriana,Temperature,121,,1.0,1.1177670040517553
148,152.0,-2.898714456023299e-06,Caltha,Pastures,,26,0.0,-1.1260420613397815
149,153.0,-2.844800405910064e-06,Veronica,Temperature,122,,1.0,-1.1050984709842244
150,153.0,2.811995955198654e-06,Malva,Temperature,123,,1.0,1.0923551698206901
151,154.5,-3.0542805689037777e-06,Chelidonium,Continuous_urban_fabric,,27,0.0,-1.1864736730352878
152,155.0,-2.813054948092031e-06,Lamium,Temperature,124,,1.0,-1.0927665489194918
153,156.0,2.8112442578276386e-06,Angelica,Industrial_or_commercial_units,,28,0.0,1.0920631635296243
154,156.5,2.9809802981617395e-06,Nerium,Complex_cultivation_patterns,,29,1.0,1.157999261631426
155,156.5,2.8412357551133027e-06,Lotus,Temperature,125,,1.0,1.1037137375818704
156,157.5,2.82383894045779e-06,Caltha,sinD,126,,1.0,1.0969557262866447
157,157.5,-1.3634011111207656e-06,Lathyrus,Lathyrus,127,,0.4,-0.5296302967714718
158,157.5,-2.7951124366154545e-06,Cistus,Temperature,128,,1.0,-1.0857965548358335
159,158.5,1.5611894923495129e-06,Clematis,Clematis,129,,0.6333333333333333,0.6064636792542089
160,161.0,2.8900720963065396e-06,Digitalis,Road_and_rail_networks_and_associated_land,,30,0.9666666666666667,1.122684828091064
161,161.0,-2.7706679475159035e-06,Cistus,Industrial_or_commercial_units,,31,0.0,-1.0763007858280031
162,162.0,-1.9355818494659616e-06,Helianthus,Helianthus,130,,0.36666666666666664,-0.7519010957204124
163,163.5,2.771845970528375e-06,Ribes,sinD,131,,1.0,1.0767584036725315
164,164.5,2.6921881044472684e-06,Scabiosa,Discontinuous_urban_fabric,,32,0.0,1.0458143044572703
165,166.0,-2.665310262273124e-06,Sedum,Continuous_urban_fabric,,33,0.0,-1.0353732688653547
166,166.5,-2.8214890335220844e-06,Calystegia,Industrial_or_commercial_units,,34,0.0,-1.0960428754039577
167,167.0,-2.754706201812951e-06,Calystegia,Complex_cultivation_patterns,,35,1.0,-1.0701002451032737
168,168.0,2.7807022888737265e-06,Brassica,Transitional_woodland-shrub,,36,0.0,1.080198751839547
169,168.5,2.6483528472454054e-06,Wisteria,sinD,132,,1.0,1.0287859478778982
170,171.0,2.640715024426754e-06,Cistus,Complex_cultivation_patterns,,37,1.0,1.02581893961222
171,172.0,2.6659143941287766e-06,Caltha,Transitional_woodland-shrub,,38,0.0,1.035607951477382
172,172.0,-2.776423002615047e-06,Aquilegia,Complex_cultivation_patterns,,39,1.0,-1.0785364093105085
173,172.0,-2.6397646024634014e-06,Stellaria,Temperature,133,,1.0,-1.0254497362557
174,173.5,2.6317597985325847e-06,Chaerophyllum,Industrial_or_commercial_units,,40,0.0,1.0223401695648011
175,174.0,-2.7774896125265514e-06,Syringa,Transitional_woodland-shrub,,41,0.0,-1.078950747335732
176,176.0,-2.62828564245865e-06,Helianthus,Industrial_or_commercial_units,,42,0.0,-1.0209905899748621
177,176.0,2.534711143198365e-06,Campanula,Temperature,134,,1.0,0.9846403996976029
178,177.0,-2.4184577114283456e-06,Prunus,Prunus,135,,0.06666666666666667,-0.9394802930592538
179,177.5,2.571578875176783e-06,Dianthus,Temperature,136,,1.0,0.9989621335364212
180,181.0,2.4403220777458046e-06,Myosotis,Mixed_forest,,43,1.0,0.9479737809455273
181,181.5,2.5375813947903225e-06,Heracleum,Transitional_woodland-shrub,,44,0.0,0.9857553850016765
182,184.5,1.930158418872452e-06,Iris,Iris,137,,0.6666666666666666,0.7497942959449606
183,184.5,2.524536284909118e-06,Myosotis,sinD,138,,1.0,0.9806878481180376
184,186.5,-2.364484203098982e-06,Verbascum,"Land_principally_occupied_by_agriculture,_with_significant_areas_of_natural_vegetation",,45,0.0,-0.9185136054123738
185,188.0,-2.434781777083117e-06,Ranunculus,Temperature,139,,1.0,-0.9458215815228862
186,189.0,-2.0841947048211296e-06,Malva,Malva,140,,0.2,-0.8096316271420211
187,189.5,-2.4476961471009417e-06,Buddleja,sinD,141,,1.0,-0.9508383308634631
188,190.0,-2.4878994508981123e-06,Convolvulus,Complex_cultivation_patterns,,46,1.0,-0.9664558094965747
189,190.5,2.4168020900106058e-06,Brassica,Complex_cultivation_patterns,,47,1.0,0.938837146111766
190,191.0,-2.5435126644879347e-06,Malva,Industrial_or_commercial_units,,48,0.0,-0.9880594612596133
191,191.5,-2.4072224960036692e-06,Senecio,sinD,142,,1.0,-0.9351158324239157
192,193.0,2.3393023411699687e-06,Globularia,Discontinuous_urban_fabric,,49,0.0,0.908731394661674
193,193.5,-2.379166403443378e-06,Myosotis,"Land_principally_occupied_by_agriculture,_with_significant_areas_of_natural_vegetation",,50,0.0,-0.9242170906613101
194,196.5,2.4380996137551847e-06,Syringa,Complex_cultivation_patterns,,51,1.0,0.9471104368765553
195,197.0,2.3435361526935594e-06,Ajuga,sinD,143,,1.0,0.9103760719583431
196,197.5,2.310477498213004e-06,Ranunculus,sinD,144,,1.0,0.8975340221458641
197,198.0,2.348684461139783e-06,Digitalis,Temperature,145,,1.0,0.9123759970779604
198,198.0,-2.3976589318408514e-06,Rhododendron,Complex_cultivation_patterns,,52,1.0,-0.9314007457304757
199,200.0,-2.2244288402362145e-06,Clematis,"Land_principally_occupied_by_agriculture,_with_significant_areas_of_natural_vegetation",,53,0.0,-0.8641073394995734
200,200.0,-2.3687650809733896e-06,Heracleum,Complex_cultivation_patterns,,54,1.0,-0.9201765662245452
201,202.5,-2.39501889609528e-06,Hypericum,Complex_cultivation_patterns,,55,1.0,-0.930375190665272
202,202.5,-2.291752707606065e-06,Ajuga,Temperature,146,,1.0,-0.8902601419023719
203,203.0,1.3502076967597532e-06,Plantago,Plantago,147,,0.5333333333333333,0.5245051491487682
204,204.0,2.256665084132692e-06,Stellaria,sinD,148,,1.0,0.8766299135846525
205,206.5,2.3008132075119647e-06,Philadelphus,sinD,149,,1.0,0.8937798069627259
206,207.0,2.3481268272007583e-06,Calystegia,Transitional_woodland-shrub,,56,0.0,0.9121593771660309
207,207.0,-2.250728016406356e-06,Wisteria,Temperature,150,,1.0,-0.8743235850095886
208,208.0,-2.1962840719425003e-06,Erica,Discontinuous_urban_fabric,,57,0.0,-0.8531741505338475
209,208.0,1.6463885685880086e-06,Foeniculum,Foeniculum,151,,0.7666666666666667,0.6395603311967587
210,209.5,2.16311389067414e-06,Caltha,"Land_principally_occupied_by_agriculture,_with_significant_areas_of_natural_vegetation",,58,0.0,0.8402887767389825
211,210.5,-2.2278575215750607e-06,Carduus,sinD,152,,1.0,-0.8654392538571429
212,211.0,2.2098054159869207e-06,Knautia,Discontinuous_urban_fabric,,59,0.0,0.8584266865634747
213,212.5,2.2293188521871343e-06,Galium,Discontinuous_urban_fabric,,60,0.0,0.8660069260993326
214,212.5,2.216024086010293e-06,Scabiosa,Industrial_or_commercial_units,,61,0.0,0.8608424070899858
215,216.5,2.098123104588012e-06,Calystegia,"Land_principally_occupied_by_agriculture,_with_significant_areas_of_natural_vegetation",,62,0.0,0.8150422890828946
216,218.0,7.736253451184893e-07,Ligustrum,Ligustrum,153,,0.6,0.3005244881957154
