,AUC0,AUC1,AUC3_0,AUC3_1,phi_pos,phi_neg,phi_odg,grad_pos,grad_neg,grad_odg,grad_feature_pos,grad_feature_neg,grad_feature_odg,IG1_pos,IG1_neg,IG1_odg,grad_LM_pos,grad_LM_neg,grad_LM_odg,IG1_LM_pos,IG1_LM_neg,IG1_LM_odg
0,0.8535667411108934,0.8050752488917291,0.522455962657285,0.6382790400984039,0.6666666666666666,0.0,0.8966666666666666,0.6666666666666666,1.0,0.30333333333333334,0.6666666666666666,0.0,0.9166666666666667,0.6666666666666666,0.0,0.8733333333333333,0.6666666666666666,0.0,0.9133333333333333,0.6666666666666666,1.0,0.2733333333333333
