,AUC0,AUC1,phi_pos,phi_neg,phi_odg,grad_pos,grad_neg,grad_odg,grad_feature_pos,grad_feature_neg,grad_feature_odg,IG1_pos,IG1_neg,IG1_odg,grad_LM_pos,grad_LM_neg,grad_LM_odg,IG1_LM_pos,IG1_LM_neg,IG1_LM_odg
0,0.44871812110148945,0.6810995023561754,0.0,0.6666666666666666,0.75,1.0,0.6666666666666666,0.5,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.5
1,0.43863959118559526,0.6970417500180092,1.0,0.6666666666666666,0.625,0.0,1.0,0.5,0.0,0.3333333333333333,0.5,0.0,0.0,0.625,0.0,0.6666666666666666,0.75,0.0,1.0,0.5
2,0.44416473968542736,0.6729190202687778,1.0,0.6666666666666666,0.5,0.0,1.0,0.0,0.0,0.3333333333333333,0.375,0.0,0.3333333333333333,0.75,0.0,0.6666666666666666,0.75,0.0,1.0,0.0
3,0.44923606613817624,0.7161102373512326,0.0,0.3333333333333333,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5
4,0.4554870582262253,0.7011734874455177,1.0,0.3333333333333333,1.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.875,0.0,0.0,0.75,0.0,1.0,0.5
5,0.4745951449308252,0.7179327447642818,0.0,0.3333333333333333,0.125,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5
6,0.4513941577922,0.7158365305317508,1.0,1.0,0.875,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.0,1.0,1.0
7,0.4455677933080422,0.7244218555138725,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5
8,0.45963649779036764,0.706263522301107,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.5,1.0,0.3333333333333333,0.75,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5
9,0.4535059711755774,0.6928849398024999,0.0,0.0,0.625,0.0,1.0,0.5,0.0,0.3333333333333333,0.75,0.0,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.5
10,0.4339319122985076,0.7201497075387469,1.0,0.3333333333333333,0.75,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.875,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0
11,0.4440747153981355,0.6783925272187696,0.0,0.6666666666666666,0.125,0.0,1.0,0.0,0.0,0.6666666666666666,0.5,0.0,0.6666666666666666,0.5,0.0,0.6666666666666666,1.0,0.0,1.0,0.0
12,0.44743332117662926,0.7158320938920861,1.0,0.3333333333333333,0.125,1.0,0.6666666666666666,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5
