,AUC0,AUC1,AUC3_0,AUC3_1,phi_pos,phi_neg,phi_odg,grad_pos,grad_neg,grad_odg,grad_feature_pos,grad_feature_neg,grad_feature_odg,IG1_pos,IG1_neg,IG1_odg,grad_LM_pos,grad_LM_neg,grad_LM_odg,IG1_LM_pos,IG1_LM_neg,IG1_LM_odg
0,0.8165135921871494,0.8122586530626705,0.7659248437626816,0.7320905957336108,0.0,0.3333333333333333,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1,0.8045623450366775,0.8174291183309567,0.7301139731409507,0.749064744761973,1.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.75,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0
2,0.8103375933431782,0.8076102837213687,0.7392049674573814,0.7566741809247604,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0
3,0.7994003496802435,0.81506863222872,0.6993764786344802,0.6899211175554016,0.0,0.6666666666666666,0.875,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
4,0.7918786854267696,0.7965644423195138,0.6430241546423403,0.6833128428845263,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0
5,0.8232832667960316,0.8342806383534092,0.8091008317964545,0.8148206159013583,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.875,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5
6,0.7837679960861019,0.7801966599570967,0.6460046466703213,0.6323437499999999,1.0,0.3333333333333333,0.625,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
7,0.7768716789949008,0.7891449403372062,0.6642153868705871,0.658529720646923,1.0,0.0,0.375,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.875
8,0.8150672048654852,0.8029061161501639,0.7072498941215695,0.7219278728831147,0.0,0.3333333333333333,0.25,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75
9,0.826716427353615,0.8091966806968939,0.7749298325033952,0.7122058773307833,1.0,0.6666666666666666,0.625,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0
10,0.8225447215923407,0.8113592844545225,0.7473581254176876,0.7301945153061224,1.0,0.0,0.625,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5
11,0.8043344270441591,0.8158318735006419,0.7326641875564563,0.7697995054495184,1.0,0.3333333333333333,0.875,1.0,0.6666666666666666,0.875,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.875
12,0.8296961063627729,0.8397844985024473,0.7549633834990594,0.7601999795939189,1.0,0.0,0.25,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.625
13,0.8110111333257143,0.781853126660754,0.6531443722803744,0.6862757606998132,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0
14,0.7496267158934723,0.8024797428244455,0.6292483190089513,0.6670352496817041,0.0,0.3333333333333333,1.0,0.0,1.0,0.5,0.0,0.0,0.875,0.0,0.0,0.875,0.0,0.0,1.0,0.0,1.0,0.5
15,0.8360855712335002,0.8552893806239279,0.7681431077410593,0.8268253780718336,0.0,1.0,1.0,1.0,0.6666666666666666,0.125,1.0,0.3333333333333333,0.75,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5
16,0.8115379908353328,0.8091349741992955,0.7395485553824777,0.73281024,0.0,1.0,0.125,1.0,1.0,0.0,1.0,0.0,0.75,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.6666666666666666,0.0
17,0.8432689569241723,0.8497961908152367,0.8089206940496031,0.7841643795243972,1.0,0.3333333333333333,0.75,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0
18,0.80504346632286,0.8215192789844016,0.7406205666789354,0.7336548349612602,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.875,0.0,1.0,0.5
19,0.8127640036730945,0.8274002652790532,0.720389316432775,0.7962705812338822,0.0,1.0,0.375,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0
20,0.8136307590115949,0.8194702513119682,0.7261786717904621,0.74788965562458,1.0,0.3333333333333333,0.75,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0
21,0.8049341650609854,0.8137777326159015,0.7315234453946694,0.7240758932020618,0.0,0.6666666666666666,0.75,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
22,0.7999892449583383,0.7971424609044802,0.6607490240014477,0.6851688136206208,1.0,0.3333333333333333,0.125,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0
23,0.7906415446901277,0.7948148815930619,0.7009632970348155,0.7050518276696657,0.0,0.3333333333333333,0.75,0.0,1.0,0.625,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
24,0.7649908616476812,0.7803254101503927,0.6354857649969522,0.6472732934265318,0.0,0.3333333333333333,0.5,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0
25,0.7767617558140251,0.7804124155681029,0.6463803925510884,0.6379358188973184,1.0,0.6666666666666666,0.125,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
26,0.8278174487860522,0.8346766030527795,0.7607350596917567,0.761137143417312,1.0,0.3333333333333333,0.75,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.75,1.0,1.0,0.75,1.0,0.3333333333333333,0.75,1.0,0.0,0.0
27,0.8039169403809351,0.8094595807966486,0.6974969161184209,0.7005301077401017,1.0,0.3333333333333333,0.5,0.0,1.0,0.625,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.875
28,0.811878649450165,0.8252404722872038,0.7413424556213017,0.7187408950527359,0.0,0.6666666666666666,0.75,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0
29,0.800787636694077,0.8135108993842097,0.7063403282589257,0.7386659808697231,0.0,0.0,0.375,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0
