,AUC0,AUC1,AUC3_0,AUC3_1,phi_pos,phi_neg,phi_odg,grad_pos,grad_neg,grad_odg,grad_feature_pos,grad_feature_neg,grad_feature_odg,IG1_pos,IG1_neg,IG1_odg,grad_LM_pos,grad_LM_neg,grad_LM_odg,IG1_LM_pos,IG1_LM_neg,IG1_LM_odg
0,0.8746368974219432,0.8689857009343649,0.6370455488525009,0.5996952468572332,1.0,0.0,1.0,1.0,1.0,0.33333333333333337,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.33333333333333337
1,0.8615997619089301,0.8630690113968593,0.6625554987378348,0.6413297777777778,0.5,0.0,1.0,0.5,1.0,0.08333333333333334,0.5,0.0,0.75,0.5,0.0,0.9166666666666667,0.5,0.0,0.9166666666666667,0.5,1.0,0.16666666666666669
2,0.8642065190512507,0.867303067449376,0.6733436205005774,0.6743602202785877,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
3,0.8739591629090069,0.8655523644351948,0.6584419137512396,0.6912300895078498,1.0,0.0,0.9166666666666667,1.0,1.0,0.0,1.0,0.0,0.9166666666666667,1.0,0.0,0.9166666666666667,1.0,0.0,1.0,1.0,1.0,0.0
4,0.8634332126925343,0.8724334020705328,0.6400667707249393,0.6221474155501354,1.0,0.0,1.0,1.0,1.0,0.33333333333333337,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.33333333333333337
5,0.8459613715277777,0.8676811631944445,0.6378858024691358,0.6133996498007488,1.0,0.0,0.6666666666666666,0.5,1.0,0.4166666666666667,0.5,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.5,0.0,0.75,0.5,1.0,0.33333333333333337
6,0.8693276128907124,0.8668614534551479,0.6731584049494058,0.6696686586426507,1.0,0.0,1.0,1.0,1.0,0.9166666666666667,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9166666666666667
7,0.862940601200731,0.8653898181767126,0.6605980246467598,0.6365632653061225,1.0,0.0,1.0,1.0,1.0,0.5833333333333334,1.0,0.0,0.9166666666666667,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5833333333333334
8,0.8635744546248825,0.8541030815828934,0.6390512465373961,0.6467804444444444,1.0,0.0,1.0,1.0,1.0,0.25,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.41666666666666663
9,0.8673901392693373,0.8622927297197397,0.6596072391220639,0.6510309001583935,1.0,0.0,1.0,1.0,1.0,0.33333333333333337,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.33333333333333337
10,0.8719323737066754,0.85621402301609,0.685402413091716,0.6208264462809918,1.0,0.0,1.0,1.0,1.0,0.08333333333333334,1.0,0.0,0.75,1.0,0.0,1.0,1.0,0.0,0.75,1.0,1.0,0.08333333333333334
11,0.8629726447616458,0.8659335883254974,0.5731695022054191,0.6303973569246385,1.0,0.0,0.8333333333333334,1.0,1.0,0.25,1.0,0.0,0.6666666666666667,1.0,0.0,0.8333333333333334,1.0,0.0,1.0,1.0,1.0,0.08333333333333334
12,0.8734750894382961,0.8551504940165167,0.6669185858199969,0.6259870166349365,1.0,0.0,1.0,1.0,1.0,0.75,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.41666666666666663
13,0.8488522355057218,0.8530278231561925,0.6871508825688659,0.6302790946687253,1.0,0.0,1.0,1.0,1.0,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4166666666666667
14,0.8507499322234287,0.8525285656809654,0.6973843446755118,0.6677370841537043,1.0,0.0,1.0,1.0,1.0,0.33333333333333337,1.0,0.0,0.9166666666666667,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.33333333333333337
15,0.8761454319580565,0.8767398226026779,0.6243412674401424,0.6433007708873006,1.0,0.0,0.9166666666666667,1.0,1.0,0.25,1.0,0.0,1.0,1.0,0.0,0.75,1.0,0.0,1.0,1.0,0.5,0.25
16,0.8657793342371918,0.8469850748622884,0.6165741718782309,0.6102611760935748,1.0,0.0,0.9166666666666667,1.0,1.0,0.25,1.0,0.0,0.8333333333333334,1.0,0.0,0.9166666666666667,1.0,0.0,0.8333333333333334,1.0,1.0,0.25
17,0.8525640014926236,0.8556481105425875,0.6471736569172952,0.6615971332325565,1.0,0.0,1.0,1.0,1.0,0.16666666666666669,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.25
18,0.8708171376631483,0.8668052470781087,0.6488733404742485,0.635618755182634,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
19,0.8530826249970852,0.8558436438105468,0.6190781422993998,0.6629938271604938,0.5,0.5,0.6666666666666666,0.5,1.0,0.08333333333333334,0.5,0.0,0.6666666666666667,0.5,0.0,0.5833333333333333,0.5,0.0,0.5833333333333333,0.5,1.0,0.08333333333333334
20,0.8708757278127389,0.871501062450244,0.6214704014061835,0.6819720397372216,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
21,0.8502552490281723,0.846708685452148,0.6404835332729741,0.6570086518595042,1.0,0.0,0.41666666666666663,1.0,1.0,0.08333333333333334,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,0.08333333333333334
22,0.86655208389679,0.868982739990683,0.6164182127164983,0.6826888825050274,1.0,0.0,1.0,1.0,1.0,0.08333333333333334,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.16666666666666669
23,0.8640579147505925,0.86435048839242,0.6906309153596539,0.6936530351936692,1.0,0.0,1.0,1.0,1.0,0.25,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.33333333333333337
24,0.8543122542246785,0.8549437347220746,0.6137529744199881,0.6242192147531231,1.0,0.0,0.9166666666666667,1.0,1.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.0,0.75,1.0,0.0,0.8333333333333334,1.0,1.0,0.0
25,0.8748536262449983,0.8564782668523994,0.672858558146624,0.645499787816828,1.0,0.0,0.6666666666666666,0.5,1.0,0.16666666666666669,0.5,0.0,0.8333333333333334,0.5,0.0,0.6666666666666666,0.5,0.0,0.75,0.5,1.0,0.08333333333333334
26,0.8563137819258656,0.8601338628748063,0.7064997874149661,0.6905600719049186,1.0,0.0,1.0,1.0,1.0,0.08333333333333334,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
27,0.8685202978569055,0.8580768300899887,0.6437074829931972,0.5815248125380983,1.0,0.0,1.0,1.0,1.0,0.25,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
28,0.8712594922799242,0.8594026176247791,0.6449182481379452,0.6431232686980609,1.0,0.5,0.5,0.5,0.5,0.16666666666666669,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.16666666666666669
29,0.8430690907898929,0.8628520360228237,0.642911807222611,0.6811481439565414,1.0,0.0,1.0,1.0,1.0,0.33333333333333337,1.0,0.0,0.9166666666666667,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.33333333333333337
