,AUC0,AUC1,phi_pos,phi_neg,phi_odg,grad_pos,grad_neg,grad_odg,grad_feature_pos,grad_feature_neg,grad_feature_odg,IG1_pos,IG1_neg,IG1_odg,grad_LM_pos,grad_LM_neg,grad_LM_odg,IG1_LM_pos,IG1_LM_neg,IG1_LM_odg
0,0.4998109512191994,0.752666575510489,0.3,0.3,0.525,0.4,0.8,0.5232142857142856,0.2,0.2,0.7553571428571428,0.2,0.2,0.7642857142857142,0.2,0.2,0.9214285714285715,0.8,0.8,0.5285714285714286
1,0.49868076161749464,0.7422787256103308,0.5,0.5,0.4125,0.8,0.8,0.5142857142857142,0.8,0.4,0.7785714285714285,0.8,0.4,0.7660714285714285,0.8,0.6,0.9267857142857143,0.8,0.8,0.4982142857142857
2,0.4800828369172123,0.7330455862437112,0.8,0.5,0.7107142857142857,1.0,0.6,0.4285714285714286,0.9,0.3,0.5785714285714285,0.9,0.3,0.525,1.0,0.4,0.8910714285714285,1.0,0.6,0.42321428571428577
3,0.5038321469306474,0.7290238278938752,0.3,0.2,0.5125,1.0,0.6,0.5035714285714286,0.6,0.5,0.6124999999999999,0.5,0.5,0.6267857142857143,0.6,0.6,0.9482142857142857,1.0,0.6,0.44642857142857145
4,0.5027663916598206,0.7586787685558669,0.6,0.5,0.4142857142857143,0.8,0.8,0.7107142857142856,0.8,0.2,0.8857142857142857,0.8,0.2,0.9392857142857143,0.8,0.2,1.0,0.8,0.8,0.7089285714285714
5,0.50716492,0.737131,0.4,0.7,0.42142857142857143,0.8,0.6,0.5821428571428571,0.6,0.4,0.6589285714285714,0.8,0.4,0.7142857142857143,0.8,0.4,0.9214285714285715,0.8,0.6,0.5535714285714286
6,0.4989116505951575,0.7282054257531202,0.2,0.3,0.5321428571428571,1.0,0.6,0.37142857142857144,0.9,0.8,0.5607142857142857,0.8,0.8,0.5410714285714284,1.0,0.8,0.8892857142857143,1.0,0.6,0.35714285714285715
7,0.49095592618407025,0.7329279321227924,0.5,0.5,0.5125,0.8,0.8,0.5392857142857143,0.8,0.6,0.55,0.7,0.3,0.6125,0.8,0.2,0.9,0.8,0.8,0.5607142857142857
8,0.48763002848340553,0.7529251798110683,0.4,0.4,0.575,0.8,0.8,0.19642857142857145,0.8,0.3,0.6357142857142857,0.8,0.2,0.7142857142857143,0.8,0.2,0.9285714285714286,0.8,0.8,0.2017857142857143
9,0.49528021932285904,0.7173664264157437,0.7,0.3,0.6410714285714285,0.4,0.8,0.10714285714285718,0.4,0.2,0.4017857142857143,0.3,0.2,0.4928571428571428,0.4,0.2,0.7178571428571429,0.4,1.0,0.12857142857142861
