"S"	""
1199	991
403	991
71	991
159	991
160	991
161	991
747	998
553	998
189	998
1	998
72	998
400	998
1	998
2	998
244	998
401	998
67	998
402	998
68	998
361	998
6	998
1201	998
117	998
16	998
749	998
294	998
750	998
751	998
1202	998
427	998
752	998
753	998
1204	998
1205	998
557	998
405	998
406	998
558	998
559	998
367	998
368	998
73	998
609	998
610	998
611	998
612	998
101	998
792	998
754	998
755	998
793	998
794	998
74	998
1206	998
91	998
1207	998
369	998
429	998
796	998
346	998
295	998
297	998
410	998
613	998
614	998
615	998
616	998
613	998
4	998
6	998
7	998
561	998
190	998
362	998
431	998
299	998
95	998
246	998
614	998
1	998
414	998
415	998
563	998
432	998
5	998
363	998
403	998
23	998
96	998
1	998
416	998
1208	998
9	998
10	998
248	998
29	1103
567	1103
568	1103
417	1103
615	1103
96	1103
191	1103
97	1103
98	1103
17	1103
404	1103
405	1103
616	1103
162	1103
436	1103
249	1103
209	1103
1210	1103
295	1103
1212	1103
569	1103
570	1103
408	1103
99	1103
12	1103
13	1103
14	1103
100	1103
250	1103
49	1103
418	1103
300	1103
301	1103
302	1103
797	1103
76	1103
409	1103
798	1103
1213	1103
799	1103
1215	1103
573	1103
576	1103
211	1103
50	1103
10	1103
164	1103
1216	1103
439	1103
800	1103
579	1103
801	1103
803	1103
77	1103
78	1103
581	1103
582	1103
583	1103
308	1103
804	1103
348	1103
805	1103
806	1103
407	1103
151	1103
152	1103
192	1103
440	1103
7	1103
584	1103
586	1103
1219	1103
1220	1103
587	1103
588	1103
589	1103
309	1103
349	1103
413	1103
303	1103
9	1103
195	1120
1221	1120
196	1120
807	1120
808	1120
310	1120
34	1120
94	1120
364	1120
591	1120
592	1120
421	1120
422	1120
756	1120
757	1120
809	1120
810	1120
312	1120
9	1120
1	1120
423	1120
370	1120
296	1120
578	1120
579	1120
425	1120
447	1120
759	1120
811	1120
415	1120
70	1120
232	1120
597	1120
599	1120
371	1120
600	1120
1225	1120
426	1120
427	1120
450	1120
304	1120
350	1120
305	1120
410	1120
365	1120
1227	1120
1228	1120
366	1120
452	1120
119	1120
1229	1120
1230	1120
763	1120
120	1120
2	1120
258	1120
3	1120
82	1120
602	1120
603	1120
604	1120
605	1120
1231	1120
428	1120
1232	1120
411	1120
1233	1120
198	1120
453	1120
580	1120
582	1120
583	1120
584	1120
18	1120
24	1120
606	1063
609	1063
1234	1063
1235	1063
1236	1063
455	1063
457	1063
98	1063
1	1063
2	1063
36	1063
372	1063
764	1063
766	1063
458	1063
459	1063
19	1063
2	1063
71	1063
260	1063
6	1063
412	1063
83	1063
1238	1063
1239	1063
812	1063
165	1063
306	1063
373	1063
374	1063
2	1063
431	1063
1241	1063
769	1063
432	1063
1242	1063
1245	1063
413	1063
814	1063
461	1063
816	1063
307	1063
308	1063
213	1063
214	1063
417	1063
418	1063
419	1063
215	1063
621	1063
622	1063
623	1063
20	1063
614	1063
615	1063
616	1063
619	1063
620	1063
621	1063
622	1063
1247	1063
32	1063
771	1063
1	1063
624	1063
625	1063
37	1063
409	1063
166	1063
33	1063
433	1063
628	1063
1249	1063
1251	1063
1252	1063
121	1063
1253	1063
1254	1063
92	1063
629	1124
415	1124
51	1124
313	1124
369	1124
630	1124
631	1124
371	1124
633	1124
1255	1124
635	1124
588	1124
410	1124
85	1124
589	1124
591	1124
1256	1124
621	1124
1257	1124
1259	1124
1260	1124
101	1124
775	1124
309	1124
310	1124
312	1124
315	1124
420	1124
102	1124
167	1124
261	1124
262	1124
87	1124
1262	1124
1263	1124
637	1124
638	1124
435	1124
819	1124
820	1124
592	1124
593	1124
821	1124
822	1124
422	1124
423	1124
93	1124
1	1124
1	1124
1	1124
1	1124
640	1124
777	1124
642	1124
644	1124
645	1124
314	1124
1264	1124
1266	1124
1267	1124
1268	1124
596	1124
598	1124
823	1124
825	1124
1	1124
59	1124
2	1124
828	1124
829	1124
95	1124
831	1124
411	1124
263	1124
11	1124
12	1124
88	1124
1270	1124
102	1124
352	1124
4	1124
13	1124
412	1124
413	1124
264	1124
436	1124
782	1124
1273	1124
1274	1124
836	1124
837	1124
839	1124
840	1124
168	1124
650	1003
654	1003
789	1003
373	1003
1276	1003
462	1003
317	1003
841	1003
842	1003
843	1003
844	1003
845	1003
846	1003
847	1003
848	1003
14	1003
10	1003
625	1003
656	1003
658	1003
35	1003
1280	1003
11	1003
849	1003
850	1003
851	1003
853	1003
169	1003
1	1003
437	1003
1	1003
438	1003
1283	1003
375	1003
626	1003
99	1003
12	1003
599	1003
854	1003
627	1003
602	1003
3	1003
795	1003
1285	1003
236	1003
796	1003
1287	1003
797	1003
1289	1003
318	1003
661	1003
37	1003
424	1003
414	1003
855	1003
319	1003
439	1003
798	1003
1291	1003
662	1003
322	1003
4	1003
217	1003
170	1003
416	1003
16	1003
1293	1003
417	1003
663	1003
218	1003
219	1003
220	1003
441	1003
1294	1003
1295	1003
667	1003
122	1003
123	1003
62	1003
64	1003
425	1003
426	1003
427	1003
221	1003
267	1003
1297	952
668	952
669	952
671	952
672	952
65	952
630	952
415	952
22	952
3	952
442	952
1	952
634	952
803	952
804	952
17	952
323	952
324	952
857	952
674	952
2	952
636	952
353	952
94	952
637	952
354	952
268	952
269	952
677	952
678	952
805	952
682	952
382	952
4	952
104	952
1304	952
95	952
638	952
640	952
153	952
1	952
685	952
686	952
687	952
688	952
422	952
273	952
443	928
689	928
1	928
691	928
692	928
694	928
444	928
94	928
96	928
1306	928
1308	928
424	928
72	928
648	928
276	928
445	928
297	928
446	928
1310	928
66	928
222	928
417	928
1314	928
624	928
625	928
1316	928
425	928
627	928
628	928
629	928
356	928
378	928
357	928
858	928
859	928
173	928
651	928
325	928
326	928
38	928
380	928
381	928
90	928
810	928
319	928
1321	928
1323	928
383	928
699	928
701	928
702	928
704	928
1325	928
5	928
327	928
25	928
328	928
707	787
710	787
711	787
712	787
713	787
714	787
38	787
429	787
419	787
280	787
281	787
100	787
1327	787
321	787
322	787
323	787
39	787
656	787
657	787
14	787
282	787
73	787
716	787
717	787
718	787
330	787
331	787
335	787
1332	787
609	787
67	787
385	787
44	787
467	787
631	787
632	787
40	787
52	787
336	787
338	787
339	787
340	787
341	787
727	787
1336	787
1337	787
53	787
385	787
420	787
386	787
387	787
447	787
813	787
1339	787
343	787
345	787
45	787
16	787
730	787
732	787
733	787
735	787
1343	787
1344	787
430	787
431	787
326	787
327	787
223	787
224	787
421	787
389	787
1345	662
1346	662
737	662
741	662
349	662
350	662
18	662
19	662
1348	662
860	662
284	662
20	662
746	662
1349	662
1350	662
1351	662
1352	662
69	662
635	662
637	662
638	662
640	662
641	662
100	662
749	662
754	662
353	662
354	662
642	662
225	662
70	662
71	662
864	662
1356	662
356	662
357	662
42	662
391	662
424	662
72	662
358	662
1	662
1357	662
5	662
760	662
761	662
2	662
41	662
18	662
360	662
394	662
395	662
425	662
228	662
361	662
362	662
363	662
364	662
42	662
25	662
763	662
766	662
1365	662
365	662
6	662
396	662
397	662
866	662
231	662
233	662
234	662
1	629
435	629
1371	629
20	629
235	629
237	629
1372	629
1374	629
1375	629
451	629
663	629
768	629
770	629
643	629
774	629
775	629
645	629
867	629
26	629
776	629
777	629
778	629
780	629
43	629
398	629
46	629
45	629
96	629
471	629
472	629
791	629
1383	629
6	629
1384	629
240	629
795	629
796	629
797	629
1386	629
1387	629
1389	629
1391	629
434	629
401	629
241	629
242	629
799	543
475	543
1396	543
48	543
244	543
801	543
436	543
437	543
369	543
1399	543
427	543
92	543
93	543
1	543
101	543
646	543
1403	543
804	543
1404	543
438	543
332	543
26	543
27	543
3	543
103	543
1406	543
812	543
649	543
1407	543
1409	543
1411	543
1413	543
57	543
333	543
15	543
246	543
26	543
104	543
105	543
106	543
440	543
1414	543
1416	543
1420	543
1421	543
1422	543
370	543
248	543
1423	491
1424	491
439	491
819	491
1426	491
824	491
1427	491
825	491
826	491
477	491
1429	491
478	491
441	491
250	491
251	491
253	491
254	491
10	491
108	491
831	491
1434	491
1435	491
335	491
442	491
257	491
259	491
652	491
833	491
1436	491
836	491
1437	491
479	491
291	491
260	491
261	491
264	491
265	491
109	491
816	491
817	491
1441	491
842	491
844	491
845	491
846	491
1444	491
110	491
112	491
1447	491
1449	491
1450	491
851	491
852	491
854	491
372	491
1451	442
336	442
266	442
168	442
169	442
1452	442
1454	442
268	442
654	442
658	442
858	442
860	442
863	442
864	442
1457	442
1458	442
867	442
1462	442
872	442
482	442
660	442
871	442
661	442
663	442
443	442
446	442
52	442
238	442
1464	442
876	442
373	442
95	442
1466	442
877	442
878	442
879	442
881	442
882	442
872	442
447	442
450	442
171	442
172	442
53	442
832	442
1468	442
1471	442
483	442
484	442
888	442
485	442
875	442
292	442
613	442
270	442
271	442
1474	377
1475	377
892	377
894	377
431	377
22	377
834	377
1476	377
1477	377
903	377
837	377
1479	377
1481	377
1483	377
905	377
907	377
910	377
669	377
402	377
664	377
666	377
1485	377
1486	377
913	377
915	377
919	377
11	377
924	377
293	377
1490	377
1493	377
442	377
935	285
1495	285
840	285
936	285
937	285
938	285
1496	285
1497	285
339	285
941	285
1504	285
1505	285
1506	285
1510	285
668	285
490	285
35	285
98	285
1512	285
1514	285
1515	285
491	285
1518	285
1519	285
376	285
377	285
379	285
843	285
844	285
298	285
296	285
949	285
1525	285
1528	285
1529	285
239	285
1530	285
1533	285
1535	285
1	230
97	230
954	230
1540	230
1541	230
1542	230
403	230
958	230
959	230
1	230
97	230
1545	230
1553	230
616	230
961	230
1558	230
1559	230
382	230
969	230
495	230
496	230
1560	230
1561	230
384	230
499	230
1566	230
1568	230
1569	230
2	180
973	180
975	180
1573	180
979	180
981	180
672	180
983	180
1574	180
860	180
862	180
1580	180
97	177
501	177
988	177
989	177
990	177
991	177
992	177
1584	177
1586	177
503	177
300	177
504	177
505	177
440	177
1587	177
393	177
394	177
1000	177
1002	177
1004	177
506	177
507	177
1589	177
1592	177
1593	177
1595	177
887	177
1007	177
1010	177
674	177
675	177
684	177
1597	177
1602	177
1603	177
1605	177
272	177
1019	177
1020	177
1023	177
1025	177
1029	177
1606	177
1608	177
1609	177
1612	183
1033	183
1034	183
11	183
891	183
1614	183
1618	183
1620	183
677	183
678	183
1043	183
1045	183
113	183
12	183
1049	183
455	183
14	183
1629	183
1630	183
1635	183
16	183
350	183
351	183
352	183
1639	142
1640	142
354	142
1642	142
1644	142
1645	142
681	142
20	142
21	142
1051	142
1647	142
682	142
684	142
1055	142
1056	142
1058	142
1059	142
1650	142
1651	142
395	142
396	142
1655	142
1656	142
1657	142
456	142
510	142
1659	142
22	142
1062	142
1063	142
1065	149
1665	149
1667	149
1069	149
32	149
25	149
1675	149
1676	149
692	149
1076	149
1079	149
1080	149
1681	149
1684	149
511	149
457	149
693	149
688	149
1087	149
1088	149
1091	149
1688	149
1691	149
1094	149
1095	149
1097	149
1102	149
1103	149
27	149
114	142
1694	142
1695	142
446	142
29	142
1696	142
30	142
885	142
886	142
1112	142
1115	142
1117	142
31	142
1698	142
1699	142
1704	142
1709	142
1710	142
697	142
1124	142
1128	142
515	142
1712	142
277	142
888	142
1131	142
1134	142
278	142
279	142
280	142
405	142
1143	142
283	142
1716	142
519	142
1717	142
1720	142
1722	142
1146	113
14	113
892	113
1727	113
34	113
35	113
1728	113
1731	113
1733	113
1738	113
702	113
1152	113
1153	113
1154	113
38	113
522	113
1745	113
1747	113
1754	113
705	113
894	113
895	113
1161	113
1755	113
461	113
463	113
1758	113
1163	113
1166	113
1167	113
1168	113
1170	113
1172	113
1760	113
1762	113
1176	101
1179	101
1770	101
1772	101
1180	101
99	101
1183	101
1184	101
1774	101
1188	101
1775	101
1776	101
1778	101
1191	81
712	81
713	81
1784	81
1192	81
1193	81
1196	81
1785	81
1788	81
1200	81
1201	81
1203	81
1205	81
1791	81
1208	81
1210	81
1798	81
1799	81
1212	81
1216	81
1217	81
1801	81
1804	81
1806	81
1810	81
1223	59
1224	59
1812	59
1225	59
1228	59
1234	59
1813	59
1235	59
1815	59
58	59
523	59
1820	59
1822	59
1826	59
1827	59
1236	59
1828	59
1829	59
1240	59
59	59
1243	59
1244	59
1245	59
1246	59
1248	59
1831	59
1252	68
1253	68
1254	68
1838	68
716	68
721	68
1257	68
1259	68
1260	68
1261	68
1263	68
1264	68
1265	68
1843	68
1844	68
1267	68
527	68
1849	68
1269	68
1271	68
1272	68
1273	68
1852	68
1858	68
99	87
1277	87
1860	87
1283	87
1861	87
1862	87
1863	87
1288	87
454	87
1291	87
1294	87
1867	87
528	87
1296	87
1302	87
1304	87
99	87
1305	87
1871	87
1874	87
530	87
1876	87
1310	87
1312	87
724	87
1877	87
1879	87
1880	87
1317	100
1318	100
1320	100
1321	100
1322	100
465	100
1324	100
1328	100
392	100
1331	100
1332	100
1887	100
1890	100
1892	100
1894	100
1333	100
1336	100
1896	100
1897	100
1904	100
1905	100
1906	100
1907	100
1908	100
1909	100
1910	100
1911	100
1912	100
1342	15
1343	15
305	15
728	73
622	73
1915	73
1916	73
1	73
1920	73
1349	73
1350	73
1352	73
1923	73
1353	73
1355	73
1924	73
124	73
1356	73
1357	73
1926	73
1927	73
1	73
1363	73
1929	73
2	71
1366	71
1931	71
1932	71
1935	71
1936	71
1369	71
1370	71
1372	71
1938	71
1939	71
1940	71
1942	71
1375	71
1945	71
1376	71
1947	71
1948	71
1377	71
1949	71
1950	71
1952	71
1953	71
1379	66
1381	66
1382	66
1384	66
1955	66
449	66
534	66
407	66
1957	66
1958	66
408	66
409	66
125	66
410	66
1959	90
729	90
1960	90
1963	90
1964	90
1965	90
732	90
733	90
535	90
1390	90
1391	90
1392	90
1394	90
1396	90
1397	90
1967	90
466	90
467	90
1968	90
1969	90
1970	90
1971	90
1972	90
1973	90
1974	90
449	90
536	90
537	90
538	90
1399	90
1401	90
1402	90
1976	90
1410	90
1411	90
411	90
1978	90
456	90
1979	90
1980	90
1981	90
1983	90
1984	90
902	90
1418	90
60	90
1420	113
1988	113
126	113
1989	113
1991	113
370	113
371	113
1992	113
1993	113
1994	113
1995	113
1996	113
1426	113
1998	113
2000	113
2001	113
2002	113
2003	113
2004	113
11	113
12	113
13	113
1430	113
895	113
2006	113
1431	113
904	113
905	113
1432	113
1433	113
2007	113
2008	113
1437	113
1439	113
1440	113
2010	113
2011	113
2013	113
1441	113
624	113
2014	97
539	97
540	97
541	97
542	97
100	97
412	97
47	97
127	97
627	97
543	97
691	97
1	97
2017	97
2018	97
1453	97
1454	97
1455	97
1456	97
1458	97
2021	97
1462	97
100	97
1463	97
1464	97
1467	97
2026	97
1468	265
743	265
2027	265
2028	265
2029	265
2030	265
2031	265
2034	265
1471	265
1472	265
1475	265
1477	265
1478	265
2036	265
2039	265
2040	265
2042	265
1479	265
1480	265
1482	265
2043	265
2044	265
372	265
2046	265
2049	265
373	265
1486	265
1488	265
1490	265
1492	265
1493	265
2051	265
2052	265
415	265
57	265
746	265
747	265
749	265
750	265
2053	265
2054	265
2056	265
2057	265
2058	265
2059	265
2060	265
2061	265
2063	265
1495	265
1499	265
2064	265
2065	265
2066	265
2068	265
2069	265
1500	301
1501	301
2070	301
2073	301
2074	301
1511	301
450	301
458	301
459	301
2076	301
2077	301
752	301
1512	301
2	301
1515	301
304	301
61	301
416	301
468	301
451	301
2082	301
2083	301
754	301
374	301
1516	301
1518	301
1521	301
1522	301
1523	301
2089	301
2090	301
2091	301
2092	301
2093	301
2094	301
2095	301
129	301
2098	301
2100	301
2101	301
2103	301
1525	301
1526	301
1528	301
2106	301
2107	301
2109	301
2110	301
2111	230
2112	230
2114	230
1534	230
1535	230
1536	230
1538	230
1539	230
1542	230
2116	230
2118	230
2119	230
2120	230
2121	230
2122	230
421	230
1543	230
1544	230
1545	230
1546	230
1553	230
361	230
362	230
1554	230
1555	230
2125	230
2126	230
2128	230
2129	230
2130	230
2132	230
364	230
1556	230
1557	230
2133	230
2134	230
758	230
1558	375
1559	375
1562	375
1565	375
462	375
2136	375
2137	375
2138	375
2139	375
2140	375
2142	375
2143	375
2144	375
2145	375
899	375
15	375
463	375
1571	375
761	375
2149	375
2150	375
1573	375
2151	375
2152	375
2154	375
764	375
2155	375
2157	375
2160	375
766	375
2161	429
11	429
1574	429
1575	429
1576	429
1577	429
767	429
1578	429
1579	429
1580	429
63	429
1582	429
1584	429
1587	429
2162	429
901	429
2163	429
2164	429
424	429
426	429
470	429
1588	429
1591	429
2165	429
2166	429
2167	429
2169	429
912	429
1598	429
1599	429
1601	429
768	429
101	429
376	429
377	429
2171	429
396	429
2172	429
450	429
1603	429
1605	429
1607	429
1	429
629	429
1608	429
1609	429
1610	429
1611	429
913	429
464	429
771	429
451	429
452	429
453	429
1612	429
1613	429
1614	429
1615	429
1617	429
2174	602
466	602
471	602
378	602
379	602
380	602
2176	602
772	602
774	602
775	602
408	602
381	602
382	602
695	602
2178	602
472	602
2179	602
2181	602
2182	602
2186	602
1	602
49	602
453	602
1629	602
1630	602
1632	602
2188	602
2189	602
2190	602
2191	602
1634	602
1635	602
429	602
430	602
2192	602
2193	602
27	602
776	602
1639	602
1640	602
777	602
778	602
433	602
434	602
1644	602
1647	602
1648	602
2196	602
2197	602
2199	602
2200	602
2201	602
2202	602
2203	602
2204	602
2207	602
918	602
467	602
919	602
2208	602
779	602
454	602
781	602
1	602
2210	717
2211	717
1654	717
1655	717
25	717
922	717
923	717
1	717
3	717
4	717
103	717
906	717
383	717
908	717
2215	717
476	717
468	717
909	717
910	717
48	717
2219	717
2220	717
2222	717
2224	717
912	717
365	717
696	717
697	717
698	717
700	717
701	717
435	717
61	717
1656	717
2230	717
306	717
783	717
1660	717
456	717
1661	717
457	717
2231	717
2233	717
2234	717
2235	717
2236	717
2237	717
458	717
459	717
702	717
2238	717
2239	717
2240	717
68	717
914	717
1	717
929	717
544	717
306	717
66	717
2241	717
2243	717
2244	717
2245	717
2246	717
2247	717
915	717
916	717
1	717
469	717
1663	717
1666	717
1667	717
1669	717
1670	717
2250	717
2251	717
2254	717
2255	717
2256	717
2258	717
931	777
454	777
784	777
1679	777
1	777
630	777
545	777
67	777
480	777
2259	777
2260	777
2261	777
2262	777
917	777
789	777
2263	777
2266	777
2267	777
919	777
933	777
934	777
307	777
935	777
1	777
287	777
1683	777
1684	777
1686	777
1687	777
1688	777
1689	777
1691	777
922	777
307	777
308	777
309	777
436	777
2268	777
547	777
455	777
367	777
1692	777
2	777
2	777
4	777
7	777
11	777
12	777
13	777
15	777
792	777
794	777
1694	777
1695	777
1697	777
1699	777
1701	777
631	777
2	777
936	777
938	777
3	777
2269	777
2271	777
2272	777
2273	777
2274	777
49	777
2275	777
50	777
3	777
632	777
35	777
940	777
471	777
1	777
2278	777
2279	777
1704	777
1705	777
1709	777
1711	777
797	777
22	941
23	941
27	941
28	941
29	941
30	941
31	941
2280	941
32	941
33	941
37	941
2284	941
2285	941
2286	941
2287	941
2290	941
51	941
52	941
1	941
310	941
311	941
1	941
27	941
704	941
705	941
53	941
800	941
802	941
385	941
409	941
2293	941
2295	941
707	941
2296	941
2297	941
2298	941
54	941
482	941
103	941
1715	941
1716	941
549	941
1	941
38	941
3	941
2300	941
2302	941
2303	941
2305	941
371	941
472	941
1717	941
1718	941
1719	941
1720	941
1721	941
1723	941
372	941
373	941
387	941
2307	941
2308	941
2309	941
2311	941
55	941
390	941
2	941
56	941
1724	941
1	941
1728	941
1729	941
2	941
4	941
12	941
57	941
44	941
45	941
46	941
47	941
48	941
49	941
50	941
2316	941
2317	941
2318	941
1732	941
1733	941
1735	941
1736	941
1737	941
1739	941
312	941
69	941
1	941
459	941
1	941
2320	941
2321	941
2322	941
2324	941
2325	941
2326	941
2327	941
58	941
1	941
927	941
942	1006
2332	1006
2339	1006
1741	1006
1742	1006
1743	1006
30	1006
1	1006
1	1006
463	1006
1	1006
59	1006
483	1006
2341	1006
2342	1006
2343	1006
2344	1006
2345	1006
2347	1006
2348	1006
374	1006
805	1006
5	1006
1749	1006
1750	1006
929	1006
932	1006
933	1006
934	1006
935	1006
68	1006
460	1006
2349	1006
2351	1006
1752	1006
1753	1006
1755	1006
6	1006
101	1006
5	1006
6	1006
105	1006
1	1006
946	1006
60	1006
947	1006
1	1006
62	1006
806	1006
807	1006
550	1006
484	1006
71	1006
393	1006
61	1006
1	1006
289	1006
290	1006
808	1006
395	1006
2352	1006
2353	1006
2355	1006
2357	1006
2358	1006
401	1006
402	1006
810	1006
1759	1006
1766	1006
8	1006
140	1006
73	1006
1	1006
74	1006
4	1006
7	1006
1	1006
314	1006
1	1006
950	1006
951	1006
62	1006
1	1006
3	1006
2359	1006
812	1006
813	1006
2362	1006
2363	1006
485	1006
487	1006
1768	1006
1769	1006
1770	1006
1771	1006
377	1006
937	1006
75	1006
474	1006
953	1006
954	1006
955	1006
