,AUC0,AUC1,phi_pos,phi_neg,phi_odg,grad_pos,grad_neg,grad_odg,grad_feature_pos,grad_feature_neg,grad_feature_odg,IG1_pos,IG1_neg,IG1_odg,grad_LM_pos,grad_LM_neg,grad_LM_odg,IG1_LM_pos,IG1_LM_neg,IG1_LM_odg
0,0.4923445791774913,0.7171154622098579,1.0,0.0,1.0,1.0,1.0,0.6666666666666667,1.0,0.0,0.8333333333333334,1.0,0.0,1.0,1.0,0.0,0.9444444444444445,1.0,1.0,0.6666666666666667
1,0.49158527422990234,0.7123427361519022,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.8333333333333334,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2,0.501077038787716,0.7281695932073253,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.7777777777777778,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3,0.48241811369155546,0.717499432043634,1.0,0.0,1.0,1.0,1.0,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.7777777777777778,1.0,0.0,0.8333333333333334,1.0,0.3333333333333333,0.9444444444444445,1.0,1.0,0.5555555555555556
4,0.5037024,0.69131712,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9444444444444445,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
5,0.4886322235935572,0.698268680966739,1.0,0.0,0.888888888888889,1.0,1.0,0.9444444444444445,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9444444444444445
6,0.49626074154197464,0.7308406946697915,1.0,0.0,1.0,1.0,1.0,0.6111111111111113,1.0,0.0,0.8333333333333334,1.0,0.0,0.9444444444444445,0.6666666666666666,0.0,0.9444444444444445,1.0,1.0,0.6666666666666667
7,0.501187937842434,0.7233085809364139,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
8,0.4894979549776928,0.7203997711808665,1.0,0.0,1.0,1.0,1.0,0.9444444444444445,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.888888888888889
9,0.5189998421656579,0.7249142423250766,1.0,0.0,0.888888888888889,1.0,1.0,0.888888888888889,0.6666666666666666,0.0,0.7777777777777779,1.0,0.0,1.0,1.0,0.0,0.888888888888889,1.0,1.0,0.888888888888889
10,0.4863130337856794,0.7154336254331579,1.0,0.0,1.0,1.0,1.0,0.7222222222222223,1.0,0.0,0.9444444444444445,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7222222222222223
11,0.4986116450937674,0.70942332543039,1.0,0.0,1.0,1.0,1.0,0.6666666666666667,1.0,0.0,0.7777777777777778,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666667
12,0.5016402650753619,0.6955827250905704,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
